iter	Logloss
135	0.1562415441
136	0.1560095759
137	0.1559728891
138	0.155934874
139	0.1558955567
140	0.1558507209
141	0.1558247986
142	0.1558055609
143	0.1557751072
144	0.1557222434
145	0.1556841797
146	0.1556310701
147	0.1556118603
148	0.1554850196
149	0.1554484192
150	0.1554137339
151	0.1553918072
152	0.1553429742
153	0.1552935906
154	0.1552652618
155	0.1552167518
156	0.1551828036
157	0.1551514879
158	0.155009952
159	0.1549759338
160	0.1549483336
161	0.1548698957
162	0.1548363822
163	0.1547779047
164	0.1547478143
165	0.1545898636
166	0.154570307
167	0.1545456616
168	0.1544233832
169	0.1543972657
170	0.154371382
171	0.1543097241
172	0.1542852643
173	0.1542588973
174	0.1542073663
175	0.1541043522
176	0.1540841348
177	0.154064093
178	0.1540366778
179	0.1540205165
180	0.1540026569
181	0.1539044439
182	0.1538794896
183	0.1538580289
184	0.1538273875
185	0.1537998908
186	0.1537397693
187	0.1537178154
188	0.1536868279
189	0.153657293
190	0.1536391725
191	0.153623569
192	0.1535913534
193	0.1534896182
194	0.1534694899
195	0.1534484391
196	0.1534110527
197	0.1533882444
198	0.1533499866
199	0.1533144764
200	0.1531728808
201	0.1531164797
202	0.1530862046
203	0.1530549942
204	0.1530375326
205	0.1530169031
206	0.1529635522
207	0.1529444234
208	0.1529243925
209	0.152888674
210	0.1528601627
211	0.1528399297
212	0.1528125308
213	0.1527883632
214	0.152682642
215	0.1526599792
216	0.1526392998
217	0.1526147595
218	0.1525823696
219	0.152526587
220	0.1525085209
221	0.1524826971
222	0.152463308
223	0.1524376025
224	0.1524185069
225	0.1524037499
226	0.1523651149
227	0.1523524864
228	0.1523330037
229	0.1523050985
230	0.1522779839
231	0.1522547021
232	0.1522285474
233	0.1522084573
234	0.1521703691
235	0.1521507857
236	0.1521275644
237	0.1520844947
238	0.1520636268
239	0.1520476799
240	0.1520284498
241	0.1519951619
242	0.1519740638
243	0.1519583201
244	0.1519261426
245	0.1519062068
246	0.1518840422
247	0.1518672551
248	0.1517974265
249	0.1517752012
250	0.1517523783
251	0.151731395
252	0.1517087125
253	0.1516546548
254	0.1516314264
255	0.1516069107
256	0.1515706311
257	0.1515480073
258	0.1515156891
259	0.1514826166
260	0.1514614124
261	0.1514497837
262	0.1514116746
263	0.1513863022
264	0.1513695986
265	0.1513462345
266	0.1513222928
267	0.1512990619
268	0.1512776885
269	0.151238598
270	0.1512197909
271	0.1511910289
272	0.151172534
273	0.151145874
274	0.1511254489
275	0.1511027204
276	0.1510828188
277	0.1510627079
278	0.1510365792
279	0.1510210088
280	0.1509991832
281	0.1509319998
282	0.1509120087
283	0.150863949
284	0.1508338179
285	0.1508165669
286	0.1508069727
287	0.1507859148
288	0.1507543955
289	0.1507298192
290	0.1507064284
291	0.1506787953
292	0.1506663355
293	0.1506420182
294	0.1506242324
295	0.1506052331
296	0.1505893036
297	0.1505692742
298	0.1505512336
299	0.1505286612
300	0.1505064232
301	0.1504833638
302	0.1504638128
303	0.1503860237
304	0.1503459382
305	0.1503306907
306	0.1503127836
307	0.1502822072
308	0.150256895
309	0.1502288269
310	0.1502061344
311	0.1501483422
312	0.1501325117
313	0.1501045662
314	0.1500748134
315	0.1500637104
316	0.1500342688
317	0.1500117743
318	0.1499849982
319	0.1499663041
320	0.1499518731
321	0.1499371204
322	0.14992272
323	0.1499008149
324	0.1498844709
325	0.1498747021
326	0.1498549419
327	0.1498300591
328	0.149810312
329	0.1497856532
330	0.1497712318
331	0.1497396352
332	0.1497179176
333	0.1496959584
334	0.1496761457
335	0.1496595734
336	0.1496364674
337	0.1496153625
338	0.1495965367
339	0.1495783204
340	0.1495590274
341	0.1495360205
342	0.1495131456
343	0.1494928438
344	0.1494790926
345	0.1494400357
346	0.1494164394
347	0.1493979732
348	0.1493739647
349	0.1493487788
350	0.1493360071
351	0.1493209208
352	0.1493040658
353	0.1492858223
354	0.1492680662
355	0.1492464633
356	0.1492317999
357	0.1492069164
358	0.1491758382
359	0.1491545566
360	0.1491295509
361	0.1491123473
362	0.1490940639
363	0.1490726484
364	0.1490525726
365	0.1490346956
366	0.1490153684
367	0.1489944818
368	0.14898244
369	0.1489612773
370	0.1489435206
371	0.1489224496
372	0.1489131917
373	0.1488877945
374	0.1488656558
375	0.1488538515
376	0.1488323966
377	0.1488102492
378	0.1487923082
379	0.1487736867
380	0.1487533779
381	0.14872798
382	0.1487081935
383	0.1486785214
384	0.1486655357
385	0.148643808
386	0.148623075
387	0.1486120519
388	0.1485696226
389	0.1485454053
390	0.1485303749
391	0.1485079248
392	0.1484821542
393	0.1484574896
394	0.1484349823
395	0.1484173139
396	0.1483977374
397	0.1483769563
398	0.1483686096
399	0.14835163
400	0.1483013417
401	0.1482827797
402	0.1482661063
403	0.148255358
404	0.1482402317
405	0.1482191792
406	0.1482046674
407	0.1481853115
408	0.1481698033
409	0.1481565175
410	0.1481400793
411	0.14813051
412	0.1481217007
413	0.1480994227
414	0.1480864705
415	0.1480575853
416	0.1480470645
417	0.1480257362
418	0.1480050521
419	0.1479816759
420	0.1479688681
421	0.1479560983
422	0.1479468477
423	0.1479280988
424	0.1479090583
425	0.1478960117
426	0.1478837122
427	0.1478691277
428	0.1478396978
429	0.1478225195
430	0.1478017371
431	0.147776002
432	0.147758484
433	0.147746561
434	0.1477347157
435	0.1477138388
436	0.1476940929
437	0.1476833686
438	0.1476674742
439	0.1476587462
440	0.1476332978
441	0.1476132088
442	0.1475950216
443	0.1475788824
444	0.1475552428
445	0.1475381087
446	0.1475149081
447	0.1474878127
448	0.1474728187
449	0.1474545045
450	0.1474363908
451	0.1474174908
452	0.1474068075
453	0.1473842155
454	0.1473673252
455	0.1473455899
456	0.1473253633
457	0.1473026946
458	0.1472814806
459	0.1472595604
460	0.1472446887
461	0.1472329085
462	0.1472142977
463	0.1471977416
464	0.1471803454
465	0.14715466
466	0.1471376821
467	0.1471192852
468	0.1471122466
469	0.1470913503
470	0.1470823769
471	0.1470589753
472	0.1470163295
473	0.1470042479
474	0.1469891425
475	0.1469697578
476	0.1469565524
477	0.146933147
478	0.1469178691
479	0.1469019349
480	0.1468815151
481	0.1468689925
482	0.1468498185
483	0.1468267359
484	0.1468084573
485	0.1467895686
486	0.1467664975
487	0.1467499324
488	0.1467353352
489	0.1467167409
490	0.1467080336
491	0.1466860068
492	0.1466787562
493	0.1466548983
494	0.1466350665
495	0.1466142696
496	0.146597349
497	0.1465848966
498	0.1465702173
499	0.1465576928
500	0.1465343085
501	0.146519549
502	0.1465058224
503	0.1464793798
504	0.1464621251
505	0.1464341132
506	0.1464183716
507	0.1464009274
508	0.1463865538
509	0.1463705423
510	0.1463404246
511	0.1463199373
512	0.1463013617
513	0.1462816719
514	0.1462545869
515	0.1462343274
516	0.1462249513
517	0.1462099569
518	0.1461932911
519	0.1461666437
520	0.1461459712
521	0.1461289867
522	0.1461157123
523	0.146099073
524	0.1460836219
525	0.1460693565
526	0.14605294
527	0.1460329719
528	0.1460170557
529	0.145993357
530	0.1459729332
531	0.1459564524
532	0.1459394621
533	0.1459194625
534	0.1459041588
535	0.1458810296
536	0.1458613141
537	0.1458446987
538	0.1458320006
539	0.145815025
540	0.1457963262
541	0.1457875088
542	0.1457533718
543	0.1457306014
544	0.1457102998
545	0.1456901076
546	0.1456708786
547	0.145655779
548	0.1456347257
549	0.1456217303
550	0.1456018099
551	0.1455814663
552	0.14556689
553	0.1455565363
554	0.145541191
555	0.1455302913
556	0.1455149947
557	0.14549898
558	0.1454878985
559	0.145475381
560	0.1454559434
561	0.1454387768
562	0.1454239657
563	0.1453976329
564	0.1453821764
565	0.1453629178
566	0.1453464603
567	0.145330956
568	0.1453141892
569	0.1453007894
570	0.1452881883
571	0.1452716505
572	0.1452619816
573	0.145247514
574	0.1452394972
575	0.1452247958
576	0.1452066234
577	0.1451921226
578	0.1451720674
579	0.1451508633
580	0.1451368096
581	0.1451204425
582	0.1451004191
583	0.1450902699
584	0.1450706962
585	0.145056234
586	0.1450400775
587	0.1450257923
588	0.1450134761
589	0.1449939775
590	0.1449854894
591	0.1449721788
592	0.1449538996
593	0.144942441
594	0.1449308988
595	0.1449137991
596	0.1448942976
597	0.1448675677
598	0.1448609253
599	0.1448465021
600	0.1448142736
601	0.1447910487
602	0.1447787112
603	0.1447686355
604	0.1447522335
605	0.1447376263
606	0.1447001365
607	0.1446838675
608	0.1446651114
609	0.1446491553
610	0.1446258897
611	0.1445908847
612	0.1445776886
613	0.1445644287
614	0.1445500249
615	0.1445391877
616	0.1445218045
617	0.144502365
618	0.1444851861
619	0.1444699648
620	0.1444603932
621	0.1444372494
622	0.1444120829
623	0.1444009108
624	0.1443908198
625	0.1443814011
626	0.1443673622
627	0.1443413493
628	0.1443319565
629	0.1443046356
630	0.1442878222
631	0.1442675047
632	0.1442554763
633	0.1442391189
634	0.1442199045
635	0.1442085577
636	0.1441938284
637	0.1441788259
638	0.1441652475
639	0.1441532944
640	0.1441382694
641	0.1441228864
642	0.144105711
643	0.1440897708
644	0.1440508495
645	0.144040758
646	0.1440311441
647	0.1440141953
648	0.1439963335
649	0.1439924061
650	0.1439773084
651	0.1439549425
652	0.1439483067
653	0.1439366363
654	0.1439268706
655	0.1439175561
656	0.1439027813
657	0.1438901393
658	0.1438761662
659	0.1438617095
660	0.1438456911
661	0.1438324109
662	0.1438109445
663	0.1437907475
664	0.1437669733
665	0.1437557462
666	0.1437386364
667	0.1437218379
668	0.1437044506
669	0.1436898069
670	0.1436753442
671	0.1436618763
672	0.1436503993
673	0.1436425285
674	0.1436254483
675	0.1436116743
676	0.1435846229
677	0.1435674246
678	0.1435548458
679	0.1435514659
680	0.1435367581
681	0.143522673
682	0.1435072113
683	0.1434971534
684	0.1434785697
685	0.1434675228
686	0.143457274
687	0.1434478406
688	0.1434308339
689	0.1434193043
690	0.1434103393
691	0.1433938068
692	0.1433763417
693	0.1433649278
694	0.1433426513
695	0.1433249352
696	0.1433132285
697	0.1432942053
698	0.1432735246
699	0.1432478663
700	0.1432336213
701	0.1432216953
702	0.1432090199
703	0.1431937104
704	0.1431689421
705	0.143159279
706	0.1431403704
707	0.1431199845
708	0.1431063589
709	0.1430951381
710	0.1430728251
711	0.1430636364
712	0.1430437358
713	0.1430328482
714	0.1430112656
715	0.1429941792
716	0.1429812626
717	0.1429684424
718	0.1429554492
719	0.1429482796
720	0.142931732
721	0.1429200903
722	0.1429110173
723	0.1429021419
724	0.1428884829
725	0.1428764977
726	0.1428583788
727	0.1428411664
728	0.1428323084
729	0.1428188234
730	0.1428027229
731	0.1427887518
732	0.1427680246
733	0.1427608995
734	0.1427500516
735	0.1427349739
736	0.1427086973
737	0.1427013703
738	0.1426941206
739	0.142673367
740	0.1426576342
741	0.1426394826
742	0.1426263923
743	0.1426122787
744	0.1426017254
745	0.1425894821
746	0.1425719568
747	0.1425526747
748	0.1425345384
749	0.1425205738
750	0.1425114889
751	0.1424973727
752	0.1424823004
753	0.1424667675
754	0.1424558139
755	0.142448102
756	0.1424396625
757	0.1424234603
758	0.142412214
759	0.1424009826
760	0.1423936117
761	0.1423627995
762	0.1423504387
763	0.142339458
764	0.1423264104
765	0.1423076417
766	0.1423044112
767	0.1422862671
768	0.1422692608
769	0.1422541112
770	0.1422395813
771	0.1422313905
772	0.1422213691
773	0.14218792
774	0.1421753966
775	0.1421707155
776	0.1421566044
777	0.1421398241
778	0.1421238675
779	0.1421075225
780	0.1420915757
781	0.1420787329
782	0.1420663314
783	0.1420572135
784	0.1420491912
785	0.1420352428
786	0.1420250759
787	0.1420045786
788	0.1419853615
789	0.1419773573
790	0.1419593316
791	0.1419413064
792	0.1419250462
793	0.1419124991
794	0.1418948546
795	0.1418815517
796	0.1418723507
797	0.1418618135
798	0.141842746
799	0.141824254
800	0.1418052454
801	0.1417882571
802	0.1417748763
803	0.14176388
804	0.1417532172
805	0.1417393212
806	0.1417039343
807	0.1416926158
808	0.1416780204
809	0.1416622253
810	0.1416504561
811	0.1416406678
812	0.1416308209
813	0.1416199142
814	0.1416097414
815	0.1416005055
816	0.1415880131
817	0.1415756254
818	0.1415665128
819	0.1415568829
820	0.1415402076
821	0.1415219319
822	0.1415080166
823	0.1414985041
824	0.1414868338
825	0.141473086
826	0.1414575904
827	0.1414449996
828	0.1414334694
829	0.1414213809
830	0.1414081623
831	0.1413951793
832	0.1413777606
833	0.1413722897
834	0.1413641168
835	0.1413497228
836	0.1413320357
837	0.1413103941
838	0.1412915597
839	0.1412712768
840	0.1412617362
841	0.1412459109
842	0.1412354397
843	0.1412169349
844	0.1412103926
845	0.1411987746
846	0.1411863748
847	0.1411758472
848	0.1411563258
849	0.1411404959
850	0.141129721
851	0.1411180358
852	0.141104545
853	0.1410961004
854	0.1410832568
855	0.1410629777
856	0.1410538956
857	0.1410360034
858	0.1410206769
859	0.1410036295
860	0.1409953094
861	0.1409846974
862	0.1409669472
863	0.1409519547
864	0.1409373425
865	0.1409212217
866	0.1409139865
867	0.1409079302
868	0.1408944823
869	0.1408817706
870	0.1408695177
871	0.1408467091
872	0.1408299296
873	0.1408140345
874	0.1407996346
875	0.1407838135
876	0.1407689462
877	0.140756289
878	0.1407365316
879	0.1407247163
880	0.1407169711
881	0.1407017846
882	0.1406906276
883	0.1406769907
884	0.1406593219
885	0.1406465985
886	0.1406359417
887	0.1406263867
888	0.1406180092
889	0.1406112897
890	0.140603201
891	0.1405939559
892	0.1405883718
893	0.1405814581
894	0.140573252
895	0.1405532263
896	0.1405432843
897	0.1405335532
898	0.1405187896
899	0.1405078904
900	0.1404926024
901	0.1404845209
902	0.1404537682
903	0.1404415952
904	0.1404234108
905	0.1404034617
906	0.1403815705
907	0.1403741013
908	0.140359734
909	0.1403481176
910	0.1403355025
911	0.1403234687
912	0.1403090062
913	0.1402885353
914	0.1402774871
915	0.1402623131
916	0.1402483693
917	0.1402287856
918	0.1402115617
919	0.1402015802
920	0.1401923759
921	0.140182773
922	0.1401719417
923	0.1401653943
924	0.1401529615
925	0.1401371057
926	0.1401295254
927	0.1401199062
928	0.1401138832
929	0.140105915
930	0.1400961132
931	0.1400821766
932	0.1400639984
933	0.1400498614
934	0.1400429828
935	0.1400262572
936	0.1400143589
937	0.1400015604
938	0.1399838942
939	0.1399707956
940	0.1399607218
941	0.139949133
942	0.1399349847
943	0.1399220399
944	0.1399075818
945	0.1398933627
946	0.1398754852
947	0.1398695859
948	0.1398565139
949	0.1398426763
950	0.1398281761
951	0.1398207772
952	0.1398104729
953	0.1398049997
954	0.1397894298
955	0.1397744696
956	0.139758942
957	0.139750185
958	0.1397356833
959	0.1397252146
960	0.1397183195
961	0.1397011354
962	0.139686546
963	0.139672895
964	0.1396568221
965	0.139642855
966	0.1396337283
967	0.1396231016
968	0.1396090754
969	0.1396014435
970	0.1395936522
971	0.139584773
972	0.1395698645
973	0.1395560435
974	0.1395355617
975	0.1395190501
976	0.1395099333
977	0.1394929935
978	0.1394760575
979	0.1394602931
980	0.1394508418
981	0.1394392487
982	0.1394275385
983	0.1394137612
984	0.1393989428
985	0.1393836058
986	0.1393725044
987	0.1393560999
988	0.1393454149
989	0.1393251175
990	0.1393065206
991	0.1392985358
992	0.1392835601
993	0.1392784046
994	0.1392669
995	0.1392595081
996	0.1392461833
997	0.139235247
998	0.1392192581
999	0.139204914
